catalogNumber;basisOfRecord;decimalLatitude;decimalLongitude;Class;order;family;genus;specificEpithet;infraspecificEpithet;nameAcordingTo;verbatimTaxonRank;taxonRank;acceptedNameUsage;;;establishmentMeans;;;locationRemarks;sex
AA1446;;348331;6284400;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1447;;348379;6284390;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1448;;348417;6284301;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1449;;348417;6284307;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1450;;348418;6284303;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1451;;348419;6284307;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1452;;348413;6284305;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1453;;348413;6284306;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1454;;348428;6284307;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1455;;348432;6284307;Magnoliopsida;Sapindales;Anacardiaceae;Lithraea;caustica;;Hook. & Arn.;;;Lithraea caustica Hook. & Arn.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1456;;348433;6284313;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1457;;348429;6284310;Magnoliopsida;Sapindales;Anacardiaceae;Lithraea;caustica;;Hook. & Arn.;;;Lithraea caustica Hook. & Arn.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1458;;348422;6284309;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1459;;348419;6284308;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1460;;348414;6284309;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1461;;348412;6284314;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1462;;348414;6284315;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1463;;348419;6284313;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1464;;348426;6284313;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1465;;348430;6284315;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1466;;348434;6284317;Magnoliopsida;Sapindales;Anacardiaceae;Lithraea;caustica;;Hook. & Arn.;;;Lithraea caustica Hook. & Arn.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1467;;348429;6284317;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1468;;348425;6284317;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1469;;348417;6284317;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1470;;348417;6284321;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1471;;348418;6284320;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1472;;348423;6284321;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1473;;348429;6284320;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1474;;348432;6284319;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1475;;348435;6284323;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1476;;348432;6284325;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1477;;348427;6284324;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1478;;348423;6284324;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1479;;348419;6284326;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1480;;348418;6284326;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1481;;348414;6284330;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1482;;348420;6284329;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1483;;348423;6284329;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;polygama;;Cabrera & I.M.Johnst.;;;Schinus polygama (Cav.) Cabrera & I.M.Johnst.;ACCEPTED;Viva;Nativa;2019;;;
AA1484;;348425;6284327;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1485;;348426;6284329;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1486;;348435;6284327;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1487;;348433;6284329;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1488;;348430;6284332;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;20165;;
AA1489;;348417;6284331;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1490;;348420;6284332;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1491;;348423;6284333;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1492;;348426;6284334;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1493;;348431;6284336;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1494;;348434;6284336;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1495;;348437;6284338;Magnoliopsida;Fabales;Fabaceae;Caesalpinia;spinosa;;Kuntze;;;Caesalpinia spinosa (Molina.) Kuntze;ACCEPTED;Viva;Nativa;2019;2016;;
AA1496;;348435;6284334;Magnoliopsida;Laurales;Lauraceae;Beilschmiedia;miersii;;Kosterm.;;;Beilschmiedia miersii (Gay) Kosterm.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1497;;348438;6284343;Magnoliopsida;Fabales;Fabaceae;Sophora;macrocarpa;;Sm.;;;Sophora macrocarpa Sm.;ACCEPTED;Viva;Nativa;2019;;;
AA1498;;348433;6284341;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2016;;
AA1499;;348428;6284340;Magnoliopsida;Fabales;Fabaceae;Senna;multiglandulosa;;H.S.Irwin & Barneby;;;Senna multiglandulosa (Jacq.) H.S.Irwin & Barneby;ACCEPTED;Viva;Nativa;2019;;;
AA1500;;348427;6284340;Magnoliopsida;Fabales;Fabaceae;Senna;candolleana;;H.S.Irwin & Barneby;;;Senna candolleana (Vogel) H.S.Irwin & Barneby;ACCEPTED;Viva;Nativa;2019;;;
AA1501;;348423;6284338;Magnoliopsida;Fabales;Fabaceae;Senna;candolleana;;H.S.Irwin & Barneby;;;Senna candolleana (Vogel) H.S.Irwin & Barneby;ACCEPTED;Viva;Nativa;2019;;;
AA1502;;348420;6284336;Magnoliopsida;Myrtales;Myrtaceae;Luma;chequen;;A.Gray;;;Luma chequen (Molina.) A.Gray;ACCEPTED;Viva;Nativa;2019;2016;;
AA1503;;348416;6284336;Magnoliopsida;Fabales;Fabaceae;Sophora;macrocarpa;;Sm.;;;Sophora macrocarpa Sm.;ACCEPTED;Viva;Nativa;2019;;;
AA1504;;348415;6284346;Magnoliopsida;Malpighiales;Euphorbiaceae;Avellanita;bustillosii;;Phil.;;;Avellanita bustillosii Phil.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA1505;;348417;6284349;Magnoliopsida;Malpighiales;Euphorbiaceae;Avellanita;bustillosii;;Phil.;;;Avellanita bustillosii Phil.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA1506;;348425;6284348;Magnoliopsida;Asterales;Asteraceae;Proustia;pyrifolia;;Lag.;;;Proustia pyrifolia Lag.;ACCEPTED;Viva;Nativa;2019;;;
AA1507;;348439;6284344;Magnoliopsida;Fabales;Fabaceae;Sophora;macrocarpa;;Sm.;;;Sophora macrocarpa Sm.;ACCEPTED;Viva;Nativa;2019;;;
AA1508;;348438;6284348;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1509;;348434;6284349;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1510;;348429;6284352;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1511;;348426;6284352;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1512;;348423;6284352;Magnoliopsida;Malpighiales;Euphorbiaceae;Avellanita;bustillosii;;Phil.;;;Avellanita bustillosii Phil.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA1513;;348422;6284354;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1514;;348419;6284353;Magnoliopsida;Malpighiales;Euphorbiaceae;Avellanita;bustillosii;;Phil.;;;Avellanita bustillosii Phil.;ACCEPTED;Muerto;Nativa;2019;2016;;
AA1515;;348418;6284356;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1516;;348420;6284341;Liliopsida;Arecales;Arecaceae;Jubaea;chilensis;;Baill.;;;Jubaea chilensis Baill.;ACCEPTED;Viva;Nativa;2019;2016;;
AA1517;;348538;6284228;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1518;;348542;6284225;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1519;;348547;6284223;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1520;;348551;6284222;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1521;;348555;6284220;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1522;;348560;6284218;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1523;;348564;6284216;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1524;;348574;6284213;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1525;;348576;6284214;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1526;;348577;6284221;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1527;;348577;6284224;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1528;;348577;6284227;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1529;;348578;6284232;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1530;;348573;6284238;Magnoliopsida;Fagales;Casuarinaceae;Casuarina;equisetifolia;;L.;;;Casuarina equisetifolia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1531;;348569;6284242;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1532;;348575;6284240;Magnoliopsida;Fagales;Casuarinaceae;Casuarina;equisetifolia;;L.;;;Casuarina equisetifolia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1533;;348545;6284255;Magnoliopsida;Malvales;Malvaceae;Brachychiton;populneus;;R.Br.;;;Brachychiton populneus (Schott & Endl.) R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA1534;;348538;6284265;Pinopsida;Pinales;Araucariaceae;Araucaria;angustifolia;;Kuntze;;;Araucaria angustifolia (Bertol.) Kuntze;ACCEPTED;Viva;Exotica;2019;;;
AA1535;;348565;6284251;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA1536;;348567;6284253;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1537;;348568;6284250;Magnoliopsida;Fabales;Fabaceae;Sophora;macrocarpa;;Sm.;;;Sophora macrocarpa Sm.;ACCEPTED;Viva;Exotica;2019;;;
AA1538;;348568;6284254;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1539;;348566;6284255;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1540;;348568;6284256;Magnoliopsida;Laurales;Monimiaceae;Peumus;boldus;;Molina.;;;Peumus boldus Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1541;;348571;6284255;Magnoliopsida;Fabales;Quillajaceae;Quillaja;saponaria;;Molina.;;;Quillaja saponaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1542;;348573;6284257;Magnoliopsida;Fabales;Fabaceae;Acacia;saligna;;H.L.Wendl.;;;Acacia saligna (Labill.) H.L.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1543;;348574;6284257;Magnoliopsida;Fabales;Fabaceae;Sophora;macrocarpa;;Sm.;;;Sophora macrocarpa Sm.;ACCEPTED;Viva;Nativa;2019;;;
AA1544;;348566;6284258;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1545;;348564;6284258;Liliopsida;Asparagales;Asparagaceae;Agave;americana;marginata;Trel.;;;Agave americana var. marginata Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1546;;348567;6284261;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1547;;348562;6284273;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1548;;348562;6284275;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1549;;348563;6284278;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1550;;348563;6284280;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1551;;348563;6284284;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1552;;348562;6284286;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1553;;348560;6284289;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1554;;348558;6284292;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1555;;348555;6284293;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1556;;348552;6284294;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1557;;348548;6284295;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1558;;348545;6284294;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1559;;348540;6284293;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1560;;348537;6284290;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1561;;348535;6284288;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1562;;348534;6284285;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1563;;348532;6284282;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA1564;;348541;6284282;Liliopsida;Arecales;Arecaceae;Trachycarpus;fortunei;;H.Wendl.;;;Trachycarpus fortunei H.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1565;;348548;6284287;Liliopsida;Arecales;Arecaceae;Trachycarpus;fortunei;;H.Wendl.;;;Trachycarpus fortunei H.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1566;;348553;6284288;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1567;;348558;6284281;Liliopsida;Arecales;Arecaceae;Phoenix;canariensis;;H.Wildpret;;;Phoenix canariensis H.Wildpret;ACCEPTED;Viva;Exotica;2019;;;
AA1568;;348572;6284290;Magnoliopsida;Sapindales;Sapindaceae;Koelreuteria;paniculata;;Laxm.;;;Koelreuteria paniculata Laxm.;ACCEPTED;Viva;Exotica;2019;;;
AA1569;;348567;6284298;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1570;;348572;6284299;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1571;;348580;6284298;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1572;;348576;6284302;Magnoliopsida;Fagales;Juglandaceae;Juglans;nigra;;L.;;;Juglans nigra L.;ACCEPTED;Viva;Exotica;2019;;;
AA1573;;348575;6284306;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1574;;348580;6284306;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;latifolius;;Engl.;;;Schinus latifolius Engl.;ACCEPTED;Viva;Nativa;2019;;;
AA1575;;348512;6284310;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1576;;348517;6284309;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1577;;348523;6284308;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1578;;348526;6284308;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1579;;348530;6284308;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1580;;348533;6284302;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1581;;348532;6284297;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1582;;348532;6284296;Magnoliopsida;Celastrales;Celastraceae;Maytenus;boaria;;Molina.;;;Maytenus boaria Molina.;ACCEPTED;Viva;Nativa;2019;;;
AA1583;;348530;6284289;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1584;;348523;6284280;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA1585;;348517;6284280;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1586;;348521;6284278;Pinopsida;Pinales;Cupressaceae;Sequoia;sempervirens;;Endl.;;;Sequoia sempervirens Endl.;ACCEPTED;Viva;Exotica;2019;;;
AA1587;;348523;6284276;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
AA1588;;348513;6284280;Liliopsida;Asparagales;Asparagaceae;Yucca;elephantipes;;Regel ex Trel.;;;Yucca elephantipes Regel ex Trel.;SYNONYM;Viva;Exotica;2019;;;
