catalogNumber,catalogNumber,basisOfRecord,decimalLatitude,decimalLongitude,phylum,Class,order,family,genus,specificEpithet,infraspecificEpithet,nameAcordingTo,verbatimTaxonRank,taxonRank,acceptedNameUsage,Nombre común,Estado,establishmentMeans,ingreso,plantacion,sex
AA1090,AA1090,LivingSpecimen,348430,6284773,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1091,AA1091,LivingSpecimen,348430,6284771,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,caven,,(Molina) Molina,,species,Acacia caven (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1092,AA1092,LivingSpecimen,348431,6284767,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1093,AA1093,LivingSpecimen,348431,6284763,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,,species,Eucalyptus camaldulensis Dehnh.,,Viva,Exótica,2019,,hermaphrodite
AA1094,AA1094,LivingSpecimen,348439,6284775,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1095,AA1095,LivingSpecimen,348439,6284766,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1096,AA1096,LivingSpecimen,348438,6284764,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1097,AA1097,LivingSpecimen,348445,6284772,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1098,AA1098,LivingSpecimen,348445,6284768,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1099,AA1099,LivingSpecimen,348445,6284766,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1100,AA1100,LivingSpecimen,348445,6284763,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1101,AA1101,LivingSpecimen,348452,6284771,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,,species,Eucalyptus camaldulensis Dehnh.,,Viva,Exótica,2019,,hermaphrodite
AA1102,AA1102,LivingSpecimen,348452,6284764,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1103,AA1103,LivingSpecimen,348452,6284757,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1104,AA1104,LivingSpecimen,348452,6284745,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1105,AA1105,LivingSpecimen,348445,6284758,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1106,AA1106,LivingSpecimen,348445,6284754,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1107,AA1107,LivingSpecimen,348445,6284750,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1108,AA1108,LivingSpecimen,348438,6284759,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1109,AA1109,LivingSpecimen,348438,6284758,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1110,AA1110,LivingSpecimen,348438,6284755,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1111,AA1111,LivingSpecimen,348439,6284753,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1112,AA1112,LivingSpecimen,348439,6284751,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1113,AA1113,LivingSpecimen,348438,6284748,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1114,AA1114,LivingSpecimen,348431,6284752,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,,species,Eucalyptus camaldulensis Dehnh.,,Viva,Exótica,2019,,hermaphrodite
AA1115,AA1115,LivingSpecimen,348431,6284740,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1116,AA1116,LivingSpecimen,348438,6284743,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1117,AA1117,LivingSpecimen,348438,6284741,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1118,AA1118,LivingSpecimen,348438,6284739,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1119,AA1119,LivingSpecimen,348438,6284737,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1120,AA1120,LivingSpecimen,348445,6284738,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dealbata,,Link,,species,Acacia dealbata Link,,Viva,Exótica,2019,,hermaphrodite
AA1121,AA1121,LivingSpecimen,348444,6284733,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea,robusta,,A.Cunn. ex R.Br.,,species,Grevillea robusta A.Cunn. ex R.Br.,,Viva,Exótica,2019,,hermaphrodite
AA1122,AA1122,LivingSpecimen,348445,6284735,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dealbata,,Link,,species,Acacia dealbata Link,,Viva,Exótica,2019,,hermaphrodite
AA1123,AA1123,LivingSpecimen,348444,6284729,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dealbata,,Link,,species,Acacia dealbata Link,,Viva,Exótica,2019,,hermaphrodite
AA1124,AA1124,LivingSpecimen,348431,6284728,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1125,AA1125,LivingSpecimen,348445,6284723,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dealbata,,Link,,species,Acacia dealbata Link,,Viva,Exótica,2019,,hermaphrodite
AA1126,AA1126,LivingSpecimen,348452,6284739,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia,triacanthos,,L.,,species,Gleditsia triacanthos L.,,Viva,Exótica,2019,,hermaphrodite
AA1127,AA1127,LivingSpecimen,348452,6284735,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1128,AA1128,LivingSpecimen,348451,6284731,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1129,AA1129,LivingSpecimen,348452,6284727,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1130,AA1130,LivingSpecimen,348451,6284719,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1131,AA1131,LivingSpecimen,348451,6284716,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1132,AA1132,LivingSpecimen,348445,6284719,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1133,AA1133,LivingSpecimen,348445,6284716,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1134,AA1134,LivingSpecimen,348431,6284719,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1135,AA1135,LivingSpecimen,348431,6284716,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1136,AA1136,LivingSpecimen,348431,6284712,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1137,AA1137,LivingSpecimen,348439,6284712,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1138,AA1138,LivingSpecimen,348445,6284712,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1139,AA1139,LivingSpecimen,348451,6284712,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1140,AA1140,LivingSpecimen,348452,6284708,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1141,AA1141,LivingSpecimen,348445,6284709,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1142,AA1142,LivingSpecimen,348445,6284706,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1143,AA1143,LivingSpecimen,348444,6284702,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1144,AA1144,LivingSpecimen,348439,6284706,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1145,AA1145,LivingSpecimen,348439,6284703,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1146,AA1146,LivingSpecimen,348439,6284700,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1147,AA1147,LivingSpecimen,348431,6284701,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1148,AA1148,LivingSpecimen,348445,6284691,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1149,AA1149,LivingSpecimen,348445,6284687,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1150,AA1150,LivingSpecimen,348451,6284702,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1151,AA1151,LivingSpecimen,348451,6284696,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1152,AA1152,LivingSpecimen,348451,6284691,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,,species,Eucalyptus camaldulensis Dehnh.,,Viva,Exótica,2019,,hermaphrodite
AA1153,AA1153,LivingSpecimen,348451,6284686,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,camaldulensis,,Dehnh.,,species,Eucalyptus camaldulensis Dehnh.,,Viva,Exótica,2019,,hermaphrodite
AA1154,AA1154,LivingSpecimen,348451,6284681,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1155,AA1155,LivingSpecimen,348451,6284676,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1156,AA1156,LivingSpecimen,348451,6284672,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,,,L'Her.,sp.,genus,Eucalyptus  L'Her.,,Viva,Exótica,2019,,hermaphrodite
AA1157,AA1157,LivingSpecimen,348445,6284680,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1158,AA1158,LivingSpecimen,348445,6284677,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1159,AA1159,LivingSpecimen,348445,6284672,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1160,AA1160,LivingSpecimen,348439,6284671,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1161,AA1161,LivingSpecimen,348431,6284680,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1162,AA1162,LivingSpecimen,348432,6284673,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus,globulus,,Labill.,,species,Eucalyptus globulus Labill.,,Viva,Exótica,2019,,hermaphrodite
AA1163,AA1163,LivingSpecimen,348585,6284658,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1164,AA1164,LivingSpecimen,348561,6284709,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,japonica,,Lindl.,,species,Eriobotrya japonica Lindl.,,Viva,Exótica,2019,,
AA1165,AA1165,LivingSpecimen,348553,6284727,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1166,AA1166,LivingSpecimen,348482,6284788,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,macrocarpa,,Hartw. ex Gordon,,species,Cupressus macrocarpa Hartw. ex Gordon,,Viva,Exótica,2019,,
AA1167,AA1167,LivingSpecimen,348445,6284721,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1168,AA1168,LivingSpecimen,348475,6284782,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1169,AA1169,LivingSpecimen,348478,6284782,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1170,AA1170,LivingSpecimen,348480,6284782,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1171,AA1171,LivingSpecimen,348519,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1172,AA1172,LivingSpecimen,348523,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1173,AA1173,LivingSpecimen,348528,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1174,AA1174,LivingSpecimen,348534,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1175,AA1175,LivingSpecimen,348540,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1176,AA1176,LivingSpecimen,348545,6284781,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1177,AA1177,LivingSpecimen,348547,6284781,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1178,AA1178,LivingSpecimen,348555,6284763,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1179,AA1179,LivingSpecimen,348546,6284759,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1180,AA1180,LivingSpecimen,348616,6284696,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1181,AA1181,LivingSpecimen,348607,6284694,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,linearis,,Pers.,,species,Baccharis linearis Pers.,,Viva,Exótica,2019,,
AA1182,AA1182,LivingSpecimen,348622,6284768,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1183,AA1183,LivingSpecimen,348620,6284771,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1184,AA1184,LivingSpecimen,348622,6284785,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1185,AA1185,LivingSpecimen,348580,6284680,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,molle,,L.,,species,Schinus molle L.,,Viva,Nativa,2019,,hermaphrodite
AA1186,AA1186,LivingSpecimen,348595,6284667,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1187,AA1187,LivingSpecimen,348594,6284676,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1188,AA1188,LivingSpecimen,348593,6284683,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1189,AA1189,LivingSpecimen,348591,6284703,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1190,AA1190,LivingSpecimen,348593,6284714,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1191,AA1191,LivingSpecimen,348591,6284721,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1192,AA1192,LivingSpecimen,348591,6284727,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1193,AA1193,LivingSpecimen,348591,6284732,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1194,AA1194,LivingSpecimen,348592,6284739,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1195,AA1195,LivingSpecimen,348547,6284741,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,2015.0,hermaphrodite
AA1196,AA1196,LivingSpecimen,348546,6284709,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,2015.0,hermaphrodite
AA1197,AA1197,LivingSpecimen,348434,6284387,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1198,AA1198,LivingSpecimen,348432,6284387,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,negundo,,L.,,species,Acer negundo L.,,Viva,Exótica,2019,,hermaphrodite
AA1199,AA1199,LivingSpecimen,348429,6284386,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1200,AA1200,LivingSpecimen,348427,6284388,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1201,AA1201,LivingSpecimen,348425,6284387,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1202,AA1202,LivingSpecimen,348424,6284389,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1203,AA1203,LivingSpecimen,348422,6284388,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1204,AA1204,LivingSpecimen,348415,6284378,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,alba,,L.,,species,Morus alba L.,,Viva,Exótica,2019,,hermaphrodite
AA1205,AA1205,LivingSpecimen,348402,6284382,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,nigra,,L.,,species,Quercus nigra L.,,Viva,Exótica,2019,,
AA1206,AA1206,LivingSpecimen,348384,6284375,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA1207,AA1207,LivingSpecimen,348380,6284375,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1208,AA1208,LivingSpecimen,348373,6284375,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1209,AA1209,LivingSpecimen,348373,6284371,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1210,AA1210,LivingSpecimen,348375,6284369,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1211,AA1211,LivingSpecimen,348389,6284367,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1212,AA1212,LivingSpecimen,348389,6284369,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1213,AA1213,LivingSpecimen,348393,6284370,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
